numCities = 80;
numTypes = 3;
numLocations = 100;
cityCoordinates = [
[0.42 0.72]
[0.00 0.30]
[0.15 0.09]
[0.19 0.35]
[0.40 0.54]
[0.42 0.69]
[0.20 0.88]
[0.03 0.67]
[0.42 0.56]
[0.14 0.20]
[0.80 0.97]
[0.31 0.69]
[0.88 0.89]
[0.09 0.04]
[0.17 0.88]
[0.10 0.42]
[0.96 0.53]
[0.69 0.32]
[0.69 0.83]
[0.02 0.75]
[0.99 0.75]
[0.28 0.79]
[0.10 0.45]
[0.91 0.29]
[0.29 0.13]
[0.02 0.68]
[0.21 0.27]
[0.49 0.05]
[0.57 0.15]
[0.59 0.70]
[0.10 0.41]
[0.69 0.41]
[0.05 0.54]
[0.66 0.51]
[0.94 0.59]
[0.90 0.14]
[0.14 0.81]
[0.40 0.17]
[0.93 0.35]
[0.75 0.73]
[0.88 0.62]
[0.75 0.35]
[0.27 0.90]
[0.43 0.96]
[0.66 0.62]
[0.11 0.95]
[0.45 0.58]
[0.41 0.24]
[0.90 0.57]
[0.00 0.62]
[0.33 0.53]
[0.89 0.36]
[0.91 0.62]
[0.02 0.93]
[0.69 1.00]
[0.17 0.14]
[0.93 0.70]
[0.07 0.76]
[0.75 0.92]
[0.71 0.12]
[0.02 0.03]
[0.03 0.25]
[0.86 0.54]
[0.55 0.84]
[0.12 0.28]
[0.59 0.97]
[0.56 0.02]
[0.80 0.23]
[0.81 0.39]
[0.86 0.75]
[0.56 0.14]
[0.06 0.12]
[0.04 0.11]
[0.23 0.71]
[0.56 0.01]
[0.07 0.97]
[0.57 0.20]
[0.25 0.74]
[0.20 0.58]
[0.97 0.85]
];
locationCoordinates = [
[0.24 0.49]
[0.62 0.83]
[0.16 0.02]
[0.07 0.49]
[0.61 0.57]
[0.32 0.99]
[0.58 0.38]
[0.55 0.75]
[0.67 0.26]
[0.07 0.37]
[0.63 0.21]
[0.75 0.07]
[0.26 0.80]
[0.19 0.64]
[0.52 0.92]
[0.26 0.07]
[0.74 0.77]
[0.91 0.93]
[0.01 0.23]
[0.62 0.95]
[0.95 0.56]
[0.92 0.64]
[0.39 0.49]
[0.60 0.55]
[0.93 0.92]
[0.39 0.96]
[0.17 0.13]
[0.14 0.51]
[0.02 0.95]
[0.83 0.02]
[0.18 0.33]
[0.13 0.81]
[0.34 0.94]
[0.58 0.88]
[0.84 0.91]
[0.46 0.55]
[0.80 0.29]
[0.49 0.60]
[0.02 0.59]
[0.43 0.81]
[0.32 0.89]
[0.58 0.18]
[0.79 0.61]
[0.05 0.42]
[0.68 0.92]
[0.00 0.98]
[0.38 0.97]
[0.60 0.83]
[0.57 0.63]
[0.29 0.59]
[0.75 0.86]
[0.76 0.70]
[0.86 0.32]
[0.67 0.45]
[0.38 0.41]
[0.40 0.32]
[0.62 0.43]
[0.97 0.68]
[0.20 0.43]
[0.34 0.80]
[0.88 0.90]
[0.66 0.27]
[0.25 0.85]
[0.53 0.80]
[0.57 0.73]
[0.52 0.77]
[0.57 0.47]
[0.34 0.07]
[0.38 0.08]
[0.98 0.18]
[0.81 0.87]
[0.69 0.57]
[0.16 0.47]
[0.35 0.23]
[0.59 0.31]
[0.92 0.91]
[0.26 0.11]
[0.19 0.50]
[0.73 0.21]
[0.25 0.85]
[0.42 0.62]
[0.23 0.10]
[0.52 0.48]
[0.15 0.62]
[0.54 0.65]
[0.14 0.75]
[0.22 0.52]
[0.79 0.02]
[0.32 0.87]
[0.84 0.54]
[0.87 0.95]
[0.83 0.85]
[0.10 0.65]
[0.70 0.61]
[0.80 0.03]
[0.77 0.73]
[0.26 0.26]
[0.63 0.35]
[0.80 0.45]
[0.78 0.99]
];
d_center = 0.05;
cityPopulation = [
16 11 13 10 15 10 15 12 17 16 14 20 10 12 14 18 17 16 17 17 20 20 11 17 17 13 18 13 10 16 13 10 16 15 19 16 14 16 16 12 12 14 20 11 12 13 19 13 16 17 10 13 13 16 18 20 16 15 11 13 12 16 13 20 16 17 12 18 10 11 18 16 10 10 11 12 17 17 14 14
];
typeCapacity = [100 200 400];
typeDistance = [0.1 0.2 0.4];
typeCost = [1 2 4];
