numLocations=40;
numCities=16;
numTypes=5;
d_center=5;
//lx=[1 40 46  82 84 85 92 37 65 63 83 49 87 59 74 52 78 32 22 62 53 78 54 75 47 42 53 98 24 44 68 96 40 8  30 7  88 18 3  23];
//ly=[87 86 30 63 14 50 82 77 2 64  10 77 13 61 7  14 61 18 37 2  82 67 89 94 86 13 0  70 4  88 14 59 62 50 86 41 40 46 44 76];
//cx=[92 82 93 40 38 91 62 69 89 14 37 98 28 59 45 6];
//cy=[90 23 6  14 69 57 54 15 98 64 45 15 74 83 70 12];
cityPopulation =[1011 1276 1096 1181 1011 1151 1087 1182 1082 1082 1032 1073 1271 1246 1209 1113];
typeCapacity=[2324 2315 2059 2373 1759];
typeDistance=[147 94 140 122 113];
typeCost=[1497 1667 1696 1744 1425];

cityCoordinates = [
 [92 90]
 [82 23]
 [93 6]
 [40 14]
 [38 69]
 [91 57]
 [62 54]
 [69 15]
 [89 98]
 [14 64]
 [37 45]
 [98 15]
 [28 74]
 [59 83]
 [45 70]
 [6  12]
];

locationCoordinates = [
 [75 94]
 [47 86]
 [42 13]
 [53 0]
 [98 70]
 [24 4]
 [44 88]
 [68 14]
 [96 59]
 [40 62]
 [8 50]
 [30 86]
 [7 41]
 [88 40]
 [18 46]
 [3 44]
 [23 76]
 [1 87]
 [40 86]
 [46 30]
 [82 63]
 [84 14]
 [85 50]
 [92 82]
 [37 77]
 [65 2]
 [63 64]
 [83 10]
 [49 77]
 [87 13]
 [59 61]
 [74 7]
 [52 14]
 [78 61]
 [32 18]
 [22 37]
 [62  2]
 [53 82]
 [78 67]
 [54 89]
];
